option,prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
1,441 098 zł,"53,99 m²",53 mkw oferta bezpośrednia bez PCC ! OKAZJA !,3,do wykończenia,Współrzędne dokładne,"Gdańsk, Chełm, ul. Niepołomicka",54.310256,18.598756,2,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,brak informacji,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",brak informacji,pierwotny
1,338 289 zł,"36,34 m²",2 pokoje\ 36 mkw \ Biuro SPRZEDAŻY \ TWÓJ DORADCA,2,do wykończenia,Współrzędne dokładne,"ul. Władysława Jagiełły , Gdańsk, Gdańsk",54.303814,18.613229,3,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,brak informacji,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",brak informacji,pierwotny
1,529 947 zł,"66,66 m²",3 pokoje z ogródkiem!,3,Zapytaj,Współrzędne dokładne,"ul. Bajki , Rotmanka, gdański",54.2737,18.61458,parter/4,Zapytaj,pełna własność,ogródek,Zapytaj,brak informacji,2023,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
1,529 404 zł,"67,44 m²",4 pokojowe mieszkanie w atrakcyjnej cenie,4,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Rotmanka, gdański, pomorskie",54.273443,18.614484,1/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
1,434 150 zł,"54,72 m²",3 Pokojowe mieszkanie w atrakcyjnej cenie,3,Zapytaj,Współrzędne dokładne,"ul. Bajki , Rotmanka, gdański",54.2737,18.61458,1/4,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2023,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
1,1 257 417 zł,"86,25 m²","Śródmieście Gdańska, spokojna okolica",4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Siedlce, Gdańsk, Gdańsk",54.348483,18.624274,4/4,10 zł,pełna własność,balkon,garaż/miejsce parkingowe,2023-05-31,2022,apartamentowiec,tak,brak informacji,monitoring / ochrona,brak informacji,pierwotny
1,675 000 zł,"89,83 m²",Osiedla Nadzieja - domy z ogródkami w centrum,5,do wykończenia,Współrzędne dokładne,"Osiedle Nadzieja , Starogard Gdański, starogardzki",53.958362,18.515534,Zapytaj,Zapytaj,Zapytaj,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2021,szeregowiec,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty",beton komórkowy,pierwotny
1,753 000 zł,"95,48 m²",Mieszkanie z dużą antresolą i z ogrodem w Gdańsku,3,Zapytaj,Współrzędne dokładne,"Kokoszki, Gdańsk, Gdańsk",54.35567,18.47723,parter/1,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2023,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
1,496 000 zł,"52,95 m²",Mieszkanie 3-pokojowe z ogrodem w Gdańsku,3,Zapytaj,Współrzędne dokładne,"Kokoszki, Gdańsk, Gdańsk",54.35567,18.47723,parter/1,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2023,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
1,352 500 zł,"34,83 m²",Gotowe | Centrum 10 min | Idealne pod wynajem,2,do wykończenia,Współrzędne dokładne,"Łostowice, Gdańsk, Gdańsk",54.31108,18.60246,4/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,brak informacji,brak informacji,tak,internet,"domofon / wideofon, monitoring / ochrona",inne,pierwotny
1,550 000 zł,49 m²,Mieszkanie z ogródkiem Jastrzębia Góra,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Tupadły, pucki, pomorskie",54.82355,18.31328,Zapytaj,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,2023,dom wolnostojący,nie,brak informacji,system alarmowy,pustak,pierwotny
1,810 512 zł,"45,28 m²",Przepiękny apartament w sercu Helu w nowym budynku,2,Zapytaj,Współrzędne dokładne,"ul. kmdr. Przybyszewskiego , Hel, pucki",54.61029,18.80836,1/3,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,2022,dom wolnostojący,nie,brak informacji,brak informacji,brak informacji,pierwotny
1,721 712 zł,"41,96 m²","Apartament na wzgórzu, w centrum Gdańska",2,Zapytaj,Współrzędne dokładne,"Gdańsk, Siedlce, ul. Legnicka",54.35566,18.62708,parter/3,Zapytaj,Zapytaj,Zapytaj,Zapytaj,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,pierwotny
1,386 000 zł,"59,4 m²","Mieszkanie, 59,40 m², Wejherowo",3,do wykończenia,Współrzędne dokładne,"ul. Gniewowska , Wejherowo, wejherowski",54.599487,18.248663,parter/3,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2024,apartamentowiec,tak,brak informacji,"teren zamknięty, domofon / wideofon",inne,pierwotny
