prize;surface;offer name;rooms ;standard;localization_info;localization_name;latitude;longitude;floor_number;rental_cost;form_of_property;extras;garage;availability;year_of_construction;type_of_building;elevator;media;security;building_material;market
311 204 zł;37,27 m²;2-pokojowe mieszkanie 37m2 + taras Bez Pośredników;2;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;1/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
304 107 zł;36,42 m²;2-pokojowe mieszkanie 36m2 + taras Bez Prowizji;2;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;3/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
438 906 zł;56,27 m²;3-pokojowe mieszkanie 56m2 + taras Bez Pośredników;3;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;parter/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
377 920 zł;47,24 m²;3-pokojowe mieszkanie 47m2 + taras Bez Pośredników;3;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;2/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
468 312 zł;59,28 m²;3-pokojowe mieszkanie 59m2 + taras Bez Prowizji;3;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;3/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
311 204 zł;37,27 m²;2-pokojowe mieszkanie 37m2 + taras Bezpośrednio;2;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;parter/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
510 171 zł;64,99 m²;3-pokojowe mieszkanie 64m2 + taras Bezpośrednio;3;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;2/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
395 920 zł;47,49 m²;3-pokojowe mieszkanie 47m2 + taras Bezpośrednio;3;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;2/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
316 548 zł;39,08 m²;2-pokojowe mieszkanie 39m2 + taras Bezpośrednio;2;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;parter/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
301 268 zł;36,08 m²;2-pokojowe mieszkanie 36m2 + taras Bezpośrednio;2;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;3/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
489 606 zł;62,77 m²;3-pokojowe mieszkanie 62m2 + taras Bez Prowizji;3;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;parter/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
311 455 zł;37,3 m²;2-pokojowe mieszkanie 37m2 + taras Bez Prowizji;2;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;parter/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
534 226 zł;69,38 m²;4-pokojowe mieszkanie 69m2 + taras Bez Prowizji;4;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;3/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
314 294 zł;37,64 m²;2-pokojowe mieszkanie 37m2 + taras Bez Prowizji;2;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;2/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
214 445 zł;27,85 m²;Kawalerka M3 o pow. 27,85 m2;2;do wykończenia;Współrzędne dokładne;ul. 3 Maja , Rypin, rypiński;53.07031;19.416458;parter/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;nie;brak informacji;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
Zapytaj o cenę;56,21 m²;Nowe mieszkanie 3 pokojowe na Czyżkówku;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Czyżkówko, Bydgoszcz, Bydgoszcz;53.14425;17.96022;2/4;Zapytaj;pełna własność;balkon;Zapytaj;0;0;0;0;0;0;0;0
Zapytaj o cenę;47,57 m²;Nowoczesne mieszkanie na Osiedlu Filmowym V M11;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11631;18.051481;2/7;Zapytaj;pełna własność;balkon, ogródek, taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
160 272 zł;25,44 m²;Osiedle Nowa 23 | atrakcyjne mieszkanie L28;1;do wykończenia;Współrzędne dokładne;ul. Nowa 23, Brześć Kujawski, włocławski;52.60658;18.90602;3/5;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet, telefon;teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
426 100 zł;49,84 m²;Leszczyńskiego 32 mieszkanie nr 29;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Szwederowo, ul. Stanisława Leszczyńskiego;53.112717;17.986797;parter/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe;silikat;pierwotny
551 538 zł;70,71 m²;Nowe mieszkanie w Ciechocinku (M21);3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Ciechocinek, aleksandrowski, kujawsko-pomorskie;52.869938;18.809685;parter;Zapytaj;pełna własność;balkon, ogródek;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;brak informacji;pierwotny
Zapytaj o cenę;67,91 m²;3 pokojowe mieszkanie z garderobą Panorama;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Fordon, ul. Fordońska 428;53.143395;18.157539;2/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;59,08 m²;Nowe Mieszkanie Osiedle Impresja 2 | E112;3;Zapytaj;Współrzędne dokładne;Bydgoszcz, Osiedle Leśne, ul. Powstańców Warszawy;53.14351;18.011583;3;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;75,49 m²;Nowy Port - trzy pokoje z super balkonem - G17;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Śródmieście, ul. Karola Marcinkowskiego;53.125911;17.997921;4/8;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
394 896 zł;47,18 m²;Nowa inwestycja. Mieszkania z widokiem na Wisłę.;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Grudziądz, Grudziądz, kujawsko-pomorskie;53.46469;18.77287;2/8;Zapytaj;pełna własność;Zapytaj;garaż/miejsce parkingowe;brak informacji;2024;blok;tak;telewizja kablowa, internet, telefon;brak informacji;brak informacji;pierwotny
492 784 zł;64,84 m²;M-4 w nowym budownictwie na Górzyskowie!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Górzyskowo, Bydgoszcz, Bydgoszcz;53.1119;17.97636;1/3;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;brak informacji;brak informacji;brak informacji;pierwotny
478 032 zł;55,2 m²;Apartament nad Kanałem!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Centrum, Bydgoszcz, Bydgoszcz;53.12348;18.00844;1/4;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;brak informacji;tak;brak informacji;brak informacji;cegła;pierwotny
394 470 zł;58,44 m²;Trzypokojowe mieszkanie w nowym bloku na Bajce!;3;Zapytaj;Współrzędne dokładne;Bajka, Bydgoszcz, Bydgoszcz;53.14871;18.15617;2/7;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;brak informacji;domofon / wideofon;cegła;pierwotny
575 526 zł;74,55 m²;Ostatnie mieszkanie w inwestycji na Górzyskowie!;4;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Górzyskowo, Bydgoszcz, Bydgoszcz;53.1119;17.97636;2/3;Zapytaj;Zapytaj;balkon;Zapytaj;brak informacji;2022;blok;tak;brak informacji;brak informacji;brak informacji;pierwotny
426 000 zł;56,8 m²;Mieszkanie, 56,80 m², Bydgoszcz;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Okole, Bydgoszcz, Bydgoszcz;53.3;17.95;2/4;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;brak informacji;tak;brak informacji;domofon / wideofon;cegła;pierwotny
504 332 zł;62,65 m²;Nowe mieszkania na Szwederowie!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Szwederowo, Bydgoszcz, Bydgoszcz;53.11239;17.98932;1/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;brak informacji;tak;brak informacji;domofon / wideofon;cegła;pierwotny
309 000 zł;45,44 m²;45,44m- Parter/0%PCC/2 pokoje/WINDA/BONA;2;do wykończenia;Współrzędne dokładne;Świecie, świecki, kujawsko-pomorskie;53.415532;18.432631;parter/4;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;brak informacji;2023;apartamentowiec;tak;telewizja kablowa, internet, telefon;domofon / wideofon;pustak;pierwotny
567 000 zł;54 m²;Centrum!! Urzekająca inwestycja właśnie dla Ciebie;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Centrum, Bydgoszcz, Bydgoszcz;53.12348;18.00844;parter/9;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
371 382 zł;56,27 m²;Fordon. Kameralna Inwestycja w otoczeniu zieleni!!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Fordon, Bydgoszcz, Bydgoszcz;53.14183;18.16897;parter/2;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
595 000 zł;99,75 m²;Nowe mieszkanie deweloperskie 100m2!!!;2;do zamieszkania;Współrzędne dokładne;Tuchola, tucholski, kujawsko-pomorskie;53.58215;17.87005;1/1;Zapytaj;Zapytaj;Zapytaj;Zapytaj;brak informacji;2022;brak informacji;nie;brak informacji;brak informacji;brak informacji;pierwotny
372 719 zł;50,71 m²;Fordon Nowe Budownictwo!! 3 pokoje w dobrej cenie!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bajka, Bydgoszcz, Bydgoszcz;53.14863;18.15077;5/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
Zapytaj o cenę;45,46 m²;Nowoczesne mieszkanie na Osiedlu Filmowym V M10;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11631;18.051481;1/7;Zapytaj;pełna własność;balkon, ogródek, taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
504 300 zł;62,65 m²;Leszczyńskiego 32 mieszkanie nr 57;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Szwederowo, ul. Stanisława Leszczyńskiego;53.112717;17.986797;1/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe;silikat;pierwotny
485 000 zł;52,54 m²;Apartamenty Brzoskwiniowa mieszkanie A4;3;do wykończenia;Współrzędne dokładne;Toruń, Wrzosy, ul. Brzoskwiniowa;53.051662;18.57719;parter/2;Zapytaj;pełna własność;balkon, ogródek, taras;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, rolety antywłamaniowe;silikat;pierwotny
334 776 zł;42,92 m²;Nowe mieszkanie w Ciechocinku (M20);2;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Ciechocinek, aleksandrowski, kujawsko-pomorskie;52.869938;18.809685;parter;Zapytaj;pełna własność;balkon, ogródek;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;brak informacji;pierwotny
Zapytaj o cenę;59,08 m²;Mieszkanie Osiedle Impresja 2 | E110;3;Zapytaj;Współrzędne dokładne;Bydgoszcz, Osiedle Leśne, ul. Powstańców Warszawy;53.14351;18.011583;3;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;73,09 m²;Nowy Port - wygodne trzy pokoje przy Operze - G25;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Śródmieście, ul. Karola Marcinkowskiego;53.125911;17.997921;5/8;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
305 000 zł;68,95 m²;3 pok. o pow. 68,95 m2 - nad jeziorem z ogrodem;3;do wykończenia;Współrzędne dokładne;Janikowo , Janikowo, inowrocławski;52.748329;18.114459;1/1;1 zł;pełna własność;ogródek, taras;garaż/miejsce parkingowe;2022-01-01;2022;apartamentowiec;nie;brak informacji;drzwi / okna antywłamaniowe, rolety antywłamaniowe;pustak;pierwotny
651 835 zł;57,41 m²;Trzypokojowe mieszkanie | Bartodzieje;3;Zapytaj;Współrzędne dokładne;Bydgoszcz, Bartodzieje, ul. Ceramiczna;53.12451;18.0421;5/8;Zapytaj;Zapytaj;Zapytaj;Zapytaj;brak informacji;brak informacji;brak informacji;nie;brak informacji;brak informacji;brak informacji;pierwotny
400 314 zł;58,44 m²;Fordon Nowe Budownictwo!! 3 pokoje w dobrej cenie!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bajka, Bydgoszcz, Bydgoszcz;53.14863;18.15077;4/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
396 000 zł;60 m²;20 mieszkań w nowoczesnym apartamentowcu ok. 60m2;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Inowrocław, inowrocławski, kujawsko-pomorskie;52.7935;18.26298;Zapytaj;Zapytaj;pełna własność;balkon, ogródek, taras;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;brak informacji;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon;cegła;pierwotny
330 000 zł;50 m²;20 mieszkań w nowoczesnym apartamentowcu ok. 50m2;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Inowrocław, inowrocławski, kujawsko-pomorskie;52.7935;18.26298;Zapytaj;Zapytaj;pełna własność;balkon, ogródek, taras;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;brak informacji;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon;cegła;pierwotny
306 000 zł;45 m²;20 mieszkań w nowoczesnym apartamentowcu ok. 45m2;2;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Inowrocław, inowrocławski, kujawsko-pomorskie;52.7935;18.26298;Zapytaj;Zapytaj;pełna własność;balkon, taras;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;brak informacji;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon;cegła;pierwotny
339 120 zł;56,52 m²;Apartamenty Ułańskie - przestronne mieszkanie;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Tarpno, Grudziądz, Grudziądz;53.49769;18.82293;1/2;Zapytaj;Zapytaj;Zapytaj;garaż/miejsce parkingowe;brak informacji;2023;blok;nie;brak informacji;brak informacji;brak informacji;pierwotny
Zapytaj o cenę;53,93 m²;Nowoczesne mieszkanie na Osiedlu Filmowym V M9;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11631;18.051481;1/7;Zapytaj;pełna własność;balkon, ogródek, taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
273 890 zł;44,9 m²;Osiedle Nowa 23 | funkcjonalne mieszkanie L25;3;do wykończenia;Współrzędne dokładne;ul. Nowa 23, Brześć Kujawski, włocławski;52.60658;18.90602;3/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
469 400 zł;58,32 m²;Leszczyńskiego 32 mieszkanie nr 46;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Szwederowo, ul. Stanisława Leszczyńskiego;53.112717;17.986797;1/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe;silikat;pierwotny
535 000 zł;63,79 m²;Apartamenty Brzoskwiniowa mieszkanie A11;2;do wykończenia;Współrzędne dokładne;Toruń, Wrzosy, ul. Brzoskwiniowa;53.051662;18.57719;2/2;Zapytaj;pełna własność;balkon, ogródek;garaż/miejsce parkingowe;brak informacji;2023;blok;nie;telewizja kablowa, internet;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, rolety antywłamaniowe;silikat;pierwotny
334 776 zł;42,92 m²;Nowe mieszkanie w Ciechocinku (M19);2;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Ciechocinek, aleksandrowski, kujawsko-pomorskie;52.869938;18.809685;parter;Zapytaj;pełna własność;balkon, ogródek;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;brak informacji;pierwotny
Zapytaj o cenę;56,51 m²;Mieszkanie w inwestycji Osiedle Impresja 2 | E108;2;Zapytaj;Współrzędne dokładne;Bydgoszcz, Osiedle Leśne, ul. Powstańców Warszawy;53.14351;18.011583;3;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;27,35 m²;Nowy Port - kawalerka 27 m2 w sercu miasta - B6;1;do wykończenia;Współrzędne dokładne;Bydgoszcz, Śródmieście, ul. Karola Marcinkowskiego;53.125911;17.997921;1/8;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
394 237,67 zł;60,92 m²;Nowe | Najtańsze mieszkania | Blok z Fotowoltaiką;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Śródmieście, Bydgoszcz, Bydgoszcz;53.12868;18.0023;parter/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;2023-05-01;2022;blok;tak;telewizja kablowa, internet, telefon;brak informacji;cegła;pierwotny
473 731,39 zł;69,74 m²;Najtańsze M-4 Rynek Pierwotny idealna inwestycja;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Śródmieście, Bydgoszcz, Bydgoszcz;53.12868;18.0023;2/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;2023-05-01;2022;blok;tak;telewizja kablowa, internet, telefon;brak informacji;cegła;pierwotny
380 886 zł;39,47 m²;Loft Park | M-2 Nowe | 39m2 | Dodatkowa przestrzeń;1;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Szwederowo, Bydgoszcz, Bydgoszcz;53.11239;17.98932;3/3;442 zł;pełna własność;Zapytaj;garaż/miejsce parkingowe;2023-05-01;2022;apartamentowiec;tak;telewizja kablowa, internet, telefon;brak informacji;cegła;pierwotny
904 484 zł;100,62 m²;Loft Park | M-4 Deweloperskie 100m2 | Przestronne;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Szwederowo, Bydgoszcz, Bydgoszcz;53.11239;17.98932;3/3;926 zł;pełna własność;balkon;garaż/miejsce parkingowe;2023-05-01;2022;apartamentowiec;tak;telewizja kablowa, internet, telefon;brak informacji;cegła;pierwotny
