prize;surface;offer name;rooms ;standard;localization_info;localization_name;latitude;longitude;floor_number;rental_cost;form_of_property;extras;garage;availability;year_of_construction;type_of_building;elevator;media;security;building_material;market
485 000 zł;51,74 m²;Nowoczesne mieszkanie pod klucz, 3 pokoje, Fordon;3;Zapytaj;Współrzędne dokładne;Bydgoszcz, Stary Fordon, ul. Ametystowa;53.149111;18.165766;5/7;Zapytaj;pełna własność;Zapytaj;garaż/miejsce parkingowe;2023-03-01;2022;apartamentowiec;tak;brak informacji;domofon / wideofon;silikat;pierwotny
485 000 zł;50,16 m²;Nowoczesne mieszkanie pod klucz, 3 pokoje;3;Zapytaj;Współrzędne dokładne;Bydgoszcz, Stary Fordon, ul. Produkcyjna;53.149016;18.161446;5/7;Zapytaj;pełna własność;Zapytaj;garaż/miejsce parkingowe;2023-03-01;2022;apartamentowiec;tak;brak informacji;domofon / wideofon;silikat;pierwotny
479 000 zł;68,69 m²;Bydgoszcz, Bartodzieje Wielkie, ul. Pułaskiego;4;do wykończenia;Współrzędne dokładne;Bydgoszcz, Bydgoszcz, kujawsko-pomorskie;53.133058;18.045954;2/3;Zapytaj;Zapytaj;Zapytaj;garaż/miejsce parkingowe;2020-10-01;2020;blok;tak;internet;monitoring / ochrona, drzwi / okna antywłamaniowe, domofon / wideofon;inne;pierwotny
Zapytaj o cenę;36,37 m²;2 pokoje, idealne pod inwestycję-gotowe do odbioru;2;do wykończenia;Współrzędne dokładne;Bydgoszcz, Fordon, ul. Fordońska 428;53.143395;18.157539;parter/5;Zapytaj;pełna własność;ogródek;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
323 499 zł;36,03 m²;Centrum nowa nowoczesna inwestycja!!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Okole, Bydgoszcz, Bydgoszcz;53.3;17.95;parter/4;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
598 499 zł;73,05 m²;Centrum nowa nowoczesna inwestycja!!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Okole, Bydgoszcz, Bydgoszcz;53.3;17.95;parter/4;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
526 000 zł;80 m²;Fordon Nowe Budownictwo!! Duże świetne mieszkanie!;5;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bajka, Bydgoszcz, Bydgoszcz;53.14863;18.15077;1/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
280 000 zł;35 m²;Fordon Nowe Budownictwo!! 2 pokoje w dobrej cenie!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bajka, Bydgoszcz, Bydgoszcz;53.14863;18.15077;3/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
466 000 zł;66,58 m²;Fordon Nowe Budownictwo!! 3 pokoje w dobrej cenie!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bajka, Bydgoszcz, Bydgoszcz;53.14863;18.15077;6/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
353 552 zł;46,52 m²;Osiedle Zakątek funkcjonalne mieszkanie M12;3;do wykończenia;Współrzędne dokładne;ul. 3 Maja , Rypin, rypiński;53.07031;19.416458;1/3;Zapytaj;pełna własność;balkon, taras;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;brak informacji;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
Zapytaj o cenę;56,21 m²;Nowe mieszkanie 3 pokojowe na Czyżkówku;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Czyżkówko, Bydgoszcz, Bydgoszcz;53.14425;17.96022;1/4;Zapytaj;pełna własność;balkon;Zapytaj;0;0;0;0;0;0;0;0
Zapytaj o cenę;47,57 m²;Nowoczesne mieszkanie na Osiedlu Filmowym V M16;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11631;18.051481;2/7;Zapytaj;pełna własność;balkon, ogródek, taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
344 000 zł;42,49 m²;Mieszkanie 2 pokoje, oddane, balkon, IIIpiętro C12;2;do wykończenia;Współrzędne dokładne;Bydgoszcz, Okole, ul. Grunwaldzka;53.129917;17.978722;3/4;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;brak informacji;blok;tak;brak informacji;teren zamknięty, domofon / wideofon, monitoring / ochrona;silikat;pierwotny
164 556 zł;26,12 m²;Osiedle Nowa 23 | kawalerka L19;1;do wykończenia;Współrzędne dokładne;ul. Nowa 23, Brześć Kujawski, włocławski;52.60658;18.90602;2/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
493 300 zł;61,29 m²;Leszczyńskiego 32 mieszkanie nr 44;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Szwederowo, ul. Stanisława Leszczyńskiego;53.112717;17.986797;1/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe;silikat;pierwotny
330 484 zł;42,92 m²;Nowe mieszkanie w Ciechocinku (M37);2;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Ciechocinek, aleksandrowski, kujawsko-pomorskie;52.869938;18.809685;1;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;brak informacji;pierwotny
Zapytaj o cenę;56,51 m²;Nowe Mieszkanie Osiedle Impresja 2 | E130;2;Zapytaj;Współrzędne dokładne;Bydgoszcz, Osiedle Leśne, ul. Powstańców Warszawy;53.14351;18.011583;5;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;36,46 m²;Małe idealne pod inwestycję - wysoka jakość!;2;do wykończenia;Współrzędne dokładne;Bydgoszcz, Fordon, ul. Fordońska 428;53.143395;18.157539;4/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
395 640 zł;43,96 m²;Młode Bielawy | ustawne mieszkanie M6;2;do wykończenia;Współrzędne dokładne;ul. Szczecińska , Toruń, Toruń;53.036514;18.698969;1/2;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;brak informacji;brak informacji;brak informacji;tak;telewizja kablowa, internet;teren zamknięty, domofon / wideofon;brak informacji;pierwotny
Zapytaj o cenę;39,79 m²;Osielsko Residence | przestronny apartament L11;1;do wykończenia;Współrzędne dokładne;ul. Jana Pawła II 83, Osielsko, bydgoski;53.190845;18.071354;2/3;Zapytaj;pełna własność;Zapytaj;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;57,94 m²;Osielsko Residence | przytulny apartament L12;3;do wykończenia;Współrzędne dokładne;ul. Jana Pawła II 83, Osielsko, bydgoski;53.190845;18.071354;2/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
399 345 zł;50,55 m²;3-pokojowe mieszkanie 50m2 + taras Bez Prowizji;3;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;parter/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;60,38 m²;Narożne 3 pokojowe mieszkanie. Osiedle Panorama;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Fordon, ul. Fordońska 428;53.143395;18.157539;3/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;42,84 m²;2 pokojowe mieszkanie z widokiem na las.;2;do wykończenia;Współrzędne dokładne;Toruń, Wrzosy, ul. Henryka Strobanda;53.052597;18.61053;1/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
230 443 zł;38,73 m²;Zielona Strefa;2;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Grudziądz, Grudziądz, kujawsko-pomorskie;53.46469;18.77287;1/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2024;blok;nie;internet;domofon / wideofon;brak informacji;pierwotny
Zapytaj o cenę;36,38 m²;Ustawne 2 pokojowe mieszkanie. Osiedle Panorama;2;do wykończenia;Współrzędne dokładne;Bydgoszcz, Fordon, ul. Fordońska 428;53.143395;18.157539;3/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;58,86 m²;Nowe mieszkanie 3 pokojowe na Czyżkówku;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Czyżkówko, Bydgoszcz, Bydgoszcz;53.14425;17.96022;1/4;Zapytaj;pełna własność;balkon;Zapytaj;0;0;0;0;0;0;0;0
Zapytaj o cenę;47,58 m²;Nowoczesne mieszkanie na Osiedlu Filmowym V M15;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11631;18.051481;2/7;Zapytaj;pełna własność;balkon, ogródek, taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
439 000 zł;60,19 m²;Gotowe mieszkanie, III piętro, 2 balkony, 3pok C11;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Okole, ul. Grunwaldzka;53.129917;17.978722;3/4;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;brak informacji;blok;tak;internet;teren zamknięty, domofon / wideofon, monitoring / ochrona;silikat;pierwotny
160 965 zł;25,55 m²;Osiedle Nowa 23 | kawalerka L20;1;do wykończenia;Współrzędne dokładne;ul. Nowa 23, Brześć Kujawski, włocławski;52.60658;18.90602;2/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
455 000 zł;53,22 m²;Leszczyńskiego 32 mieszkanie nr 33;2;do wykończenia;Współrzędne dokładne;Bydgoszcz, Szwederowo, ul. Stanisława Leszczyńskiego;53.112717;17.986797;1/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe;silikat;pierwotny
529 000 zł;63,28 m²;Apartamenty Brzoskwiniowa mieszkanie A10;2;do wykończenia;Współrzędne dokładne;Toruń, Wrzosy, ul. Brzoskwiniowa;53.051662;18.57719;2/2;Zapytaj;pełna własność;balkon, ogródek;garaż/miejsce parkingowe;brak informacji;2023;blok;nie;telewizja kablowa, internet;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, rolety antywłamaniowe;silikat;pierwotny
458 175 zł;61,09 m²;Mieszkanie 3pok. 61,09m2 ul. Czapli 3 ogródek 50m2;3;Zapytaj;Współrzędne dokładne;Toruń, Stawki, ul. Czapli 3;52.988879;18.628491;parter/2;Zapytaj;Zapytaj;balkon, taras;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
330 484 zł;42,92 m²;Nowe mieszkanie w Ciechocinku (M36);2;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Ciechocinek, aleksandrowski, kujawsko-pomorskie;52.869938;18.809685;1;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;brak informacji;pierwotny
Zapytaj o cenę;60,15 m²;Nowoczesne Mieszkanie Osiedle Impresja 2 | E124;3;Zapytaj;Współrzędne dokładne;Bydgoszcz, Osiedle Leśne, ul. Powstańców Warszawy;53.14351;18.011583;4;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
536 927 zł;64,69 m²;Primavera | M28;4;do zamieszkania;Współrzędne dokładne;ul. Sandomierska 36A, Bydgoszcz, Bydgoszcz;53.109013;18.059108;4/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;53,85 m²;Osielsko Residence | ustawny apartament L14;2;do wykończenia;Współrzędne dokładne;ul. Jana Pawła II 83, Osielsko, bydgoski;53.190845;18.071354;3/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;54,74 m²;Osielsko Residence | komfortowy apartament L15;1;do wykończenia;Współrzędne dokładne;ul. Jana Pawła II 83, Osielsko, bydgoski;53.190845;18.071354;3/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
740 706 zł;90,33 m²;Villa Verde II | komfortowe mieszkanie M13;4;do wykończenia;Współrzędne dokładne;ul. Władysława Reymonta , Niemcz, bydgoski;53.179176;18.038506;2/2;Zapytaj;Zapytaj;balkon;Zapytaj;0;0;0;0;0;0;0;0
Zapytaj o cenę;48,13 m²;Osielsko Residence | atrakcyjny apartament L17;2;do wykończenia;Współrzędne dokładne;ul. Jana Pawła II 83, Osielsko, bydgoski;53.190845;18.071354;3/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;48,13 m²;Osielsko Residence | wyjątkowy apartament L16;2;do wykończenia;Współrzędne dokładne;ul. Jana Pawła II 83, Osielsko, bydgoski;53.190845;18.071354;3/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
349 444 zł;41,65 m²;Dwa Pokoje / Gotowe Do Odbioru / Czyżkówko;2;Zapytaj;Współrzędne dokładne;Bydgoszcz, Czyżkówko, ul. Karolewska;53.13695;17.96093;2/2;Zapytaj;Zapytaj;Zapytaj;Zapytaj;brak informacji;2021;brak informacji;nie;brak informacji;brak informacji;brak informacji;pierwotny
518 658 zł;66,58 m²;Mieszkanie - Bydgoszcz Czyżkówko;3;Zapytaj;Współrzędne dokładne;Bydgoszcz, Czyżkówko, ul. Karolewska;53.13695;17.96093;1/2;Zapytaj;Zapytaj;Zapytaj;Zapytaj;brak informacji;2021;brak informacji;nie;brak informacji;brak informacji;brak informacji;pierwotny
435 000 zł;46,44 m²;Gotowe, stan deweloperski, 3 pokoje, loggia 14,5m2;3;Zapytaj;Współrzędne dokładne;Bydgoszcz, Bartodzieje, ul. Żabia;53.12032;18.03707;5/16;500 zł;pełna własność;Zapytaj;garaż/miejsce parkingowe;2022-08-31;2022;apartamentowiec;tak;brak informacji;brak informacji;brak informacji;pierwotny
602 805 zł;57,41 m²;Apartament przy Balatonie! - ostatnie!;3;do wykończenia;Współrzędne dokładne;Bartodzieje, Bydgoszcz, Bydgoszcz;53.126177;18.048046;5/10;460 zł;pełna własność;balkon;Zapytaj;brak informacji;2020;blok;nie;telewizja kablowa, internet;teren zamknięty, domofon / wideofon;silikat;pierwotny
493 544 zł;64,94 m²;Nowa inwestycja na Górzyskowie - ostatnie!;3;do wykończenia;Współrzędne dokładne;Górzyskowo, Bydgoszcz, Bydgoszcz;53.112927;17.97563;1/3;450 zł;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet;teren zamknięty, domofon / wideofon;silikat;pierwotny
574 986 zł;74,48 m²;Nowa inwestycja na Górzyskowie - ostatnie!;4;do wykończenia;Współrzędne dokładne;Górzyskowo, Bydgoszcz, Bydgoszcz;53.112927;17.97563;2/3;500 zł;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet;teren zamknięty, domofon / wideofon;silikat;pierwotny
465 990 zł;66,57 m²;Nowy blok w Fordonie!;3;do wykończenia;Współrzędne dokładne;Fordon, Bydgoszcz, Bydgoszcz;53.15417;18.16106;6/7;530 zł;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet;teren zamknięty, domofon / wideofon;silikat;pierwotny
394 470 zł;58,44 m²;Nowy blok w Fordonie!;3;do wykończenia;Współrzędne dokładne;Fordon, Bydgoszcz, Bydgoszcz;53.15417;18.16106;2/7;460 zł;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet;teren zamknięty, domofon / wideofon;silikat;pierwotny
460 021 zł;66,19 m²;Nowy blok w Fordonie!;3;do wykończenia;Współrzędne dokładne;Fordon, Bydgoszcz, Bydgoszcz;53.15417;18.16106;7/7;530 zł;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet;teren zamknięty, domofon / wideofon;silikat;pierwotny
522 000 zł;80 m²;Fordon Nowe Budownictwo!! Duże świetne mieszkanie!;5;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bajka, Bydgoszcz, Bydgoszcz;53.14863;18.15077;2/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
394 000 zł;59 m²;Fordon Nowe Budownictwo!! 3 pokoje w dobrej cenie!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bajka, Bydgoszcz, Bydgoszcz;53.14863;18.15077;2/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
485 000 zł;50,16 m²;Fordon nowe budownictwo wykończone pod klucz!!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bajka, Bydgoszcz, Bydgoszcz;53.14863;18.15077;5/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
371 000 zł;51 m²;Fordon Nowe Budownictwo!! 3 pokoje w dobrej cenie!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bajka, Bydgoszcz, Bydgoszcz;53.14863;18.15077;6/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
398 250 zł;53,1 m²;Przytulne Mieszkanie Osiedle Słoneczne | 64B;2;do wykończenia;Współrzędne dokładne;ul. Kujawska , Solec Kujawski, bydgoski;53.080975;18.240017;5/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet;drzwi / okna antywłamaniowe, domofon / wideofon;brak informacji;pierwotny
Zapytaj o cenę;73,74 m²;Nowoczesne mieszkanie na Osiedlu Filmowym V M78;4;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11631;18.051481;2/7;Zapytaj;pełna własność;balkon, ogródek, taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;70,43 m²;Nowoczesne mieszkanie na Osiedlu Filmowym V M94;4;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11631;18.051481;4/7;Zapytaj;pełna własność;balkon, ogródek, taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
316 000 zł;43,89 m²;43,89 m2- 1 piętro/0%PCC/2 Pokoje/WINDA/BONA II;2;do wykończenia;Współrzędne dokładne;Świecie, świecki, kujawsko-pomorskie;53.415378;18.432803;1/4;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;brak informacji;2022;apartamentowiec;tak;telewizja kablowa, internet, telefon;domofon / wideofon;silikat;pierwotny
430 000 zł;61,66 m²;61,66 m2-parter/0%PCC/3 Pokoje/WINDA/BONA II;2;do wykończenia;Współrzędne dokładne;Świecie, świecki, kujawsko-pomorskie;53.415378;18.432202;1/4;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;brak informacji;2022;apartamentowiec;tak;telewizja kablowa, internet, telefon;domofon / wideofon;silikat;pierwotny
339 669 zł;46,53 m²;Nowe mieszkanie w inwestycji PARK Residence | 13;2;do wykończenia;Współrzędne dokładne;ul. Sadowa , Włocławek, Włocławek;52.649075;19.076738;1/2;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon;cegła;pierwotny
677 350 zł;74,15 m²;Nowe, 3-pokojowe mieszkanie na Bartodziejach;3;do zamieszkania;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje, Bydgoszcz, Bydgoszcz;53.12639;18.04929;parter/7;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2021;apartamentowiec;tak;telewizja kablowa, internet;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon;brak informacji;pierwotny
378 053 zł;42,37 m²;Promocja! Mieszkanie 42,37 m2 z m. post. i ogródek;2;do wykończenia;Współrzędne dokładne;Wrzosy, Toruń, Toruń;53.05039;18.60636;parter/3;Zapytaj;pełna własność;ogródek, taras;garaż/miejsce parkingowe;2023-04-13;2023;blok;tak;internet;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
Zapytaj o cenę;47,57 m²;Nowoczesne mieszkanie na Osiedlu Filmowym V M14;3;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11631;18.051481;2/7;Zapytaj;pełna własność;balkon, ogródek, taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
318 000 zł;39,34 m²;2 pokoje 1 piętro Stan Deweloperski Balkon C2;2;do wykończenia;Współrzędne dokładne;Bydgoszcz, Okole, ul. Grunwaldzka;53.129917;17.978722;1/4;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;brak informacji;blok;nie;brak informacji;teren zamknięty, domofon / wideofon, monitoring / ochrona;silikat;pierwotny
284 592 zł;47,04 m²;Osiedle Nowa 23 | funkcjonalne mieszkanie L24;3;do wykończenia;Współrzędne dokładne;ul. Nowa 23, Brześć Kujawski, włocławski;52.60658;18.90602;4/4;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
488 500 zł;60,69 m²;Leszczyńskiego 32 mieszkanie nr 45;2;do wykończenia;Współrzędne dokładne;Bydgoszcz, Szwederowo, ul. Stanisława Leszczyńskiego;53.112717;17.986797;1/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe;silikat;pierwotny
679 000 zł;83,04 m²;Apartamenty Brzoskwiniowa mieszkanie A12;3;do wykończenia;Współrzędne dokładne;Toruń, Wrzosy, ul. Brzoskwiniowa;53.051662;18.57719;2/2;Zapytaj;pełna własność;balkon, ogródek;garaż/miejsce parkingowe;brak informacji;2023;blok;nie;telewizja kablowa, internet;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, rolety antywłamaniowe;silikat;pierwotny
495 150 zł;66,02 m²;Mieszkanie 3 pokoje 66,02 m2 ul.Czapli 3 II piętro;3;Zapytaj;Współrzędne dokładne;Toruń, Stawki, ul. Czapli 3;52.988879;18.628491;2/2;Zapytaj;Zapytaj;balkon, taras;garaż/miejsce parkingowe;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
330 484 zł;42,92 m²;Nowe mieszkanie w Ciechocinku (M35);2;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Ciechocinek, aleksandrowski, kujawsko-pomorskie;52.869938;18.809685;1;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;brak informacji;pierwotny
Zapytaj o cenę;59,08 m²;Nowe Mieszkanie Osiedle Impresja 2 | E121;3;Zapytaj;Współrzędne dokładne;Bydgoszcz, Osiedle Leśne, ul. Powstańców Warszawy;53.14351;18.011583;4;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;67,32 m²;Dwustronne 3 pokojowe mieszkanie Panorama;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Fordon, ul. Fordońska 428;53.143395;18.157539;3/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
633 304 zł;73,64 m²;Młode Bielawy | przestronne mieszkanie M9;3;do wykończenia;Współrzędne dokładne;ul. Szczecińska , Toruń, Toruń;53.036514;18.698969;1/2;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;brak informacji;brak informacji;brak informacji;tak;telewizja kablowa, internet;teren zamknięty, domofon / wideofon;brak informacji;pierwotny
325 920 zł;54,32 m²;Apartamenty Ułańskie - przestronne mieszkanie;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Tarpno, Grudziądz, Grudziądz;53.49769;18.82293;1/2;Zapytaj;Zapytaj;Zapytaj;garaż/miejsce parkingowe;brak informacji;2023;blok;nie;brak informacji;brak informacji;brak informacji;pierwotny
485 000 zł;50,16 m²;Mieszkanie 3-pokoje, Fordon, pod klucz!;3;do wykończenia;Współrzędne dokładne;Fordon, Bydgoszcz, Bydgoszcz;53.15417;18.16106;5/7;400 zł;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet;teren zamknięty, domofon / wideofon;silikat;pierwotny
